trend_id,date,collected_at,topic,description,category,sentiment_score,keyword_frequency,keywords,source_count,sources,hn_points,rank,recurred_next_day
5ffd36855e08,2026-09-07,2026-09-07 06:00:00+00:00,Messaging app encryption update,"Messaging app encryption update: frustrated users and regulators criticise a troubled, poorly handled rollout.",Apps,-0.852,9,messaging|encryption|e2ee|privacy,3,arstechnica|hackernews|theverge,0,7,0
7be1eb9c41b1,2026-09-07,2026-09-07 06:00:00+00:00,Cloud egress fee cuts,Cloud egress fee cuts moves forward as vendors publish updated documentation and roadmaps.,Cloud,-0.296,7,egress|fees|cloud|pricing,2,arstechnica|reuters_tech,0,8,1
b4e3b085f817,2026-09-07,2026-09-07 06:00:00+00:00,AI accelerator startup funding,"AI accelerator startup funding: frustrated users and regulators criticise a troubled, poorly handled rollout.",Chips,-0.852,7,accelerator|funding|asic|inference,2,hackernews|theverge,0,9,0
3353d6e4b8cb,2026-09-07,2026-09-07 06:00:00+00:00,Export controls on GPUs,Export controls on GPUs is drawing coverage this week as several outlets report on the latest developments.,Chips,0.0,6,export-controls|gpu|sanctions|china,2,hackernews|reuters_tech,0,10,0
d9a284c40c1c,2026-09-08,2026-09-08 06:00:00+00:00,Small language models,"Small language models: frustrated users and regulators criticise a troubled, poorly handled rollout.",AI,-0.852,14,slm|small-model|efficiency|distillation,5,arstechnica|reuters_tech|techcrunch|theverge|wired,0,1,0
929b0566c5f3,2026-09-08,2026-09-08 06:00:00+00:00,Open-weight model release,"Open-weight model release faces backlash amid reports of failures, security worries and angry customers.",AI,-0.772,15,open-weights|release|benchmark|model,4,hackernews|techcrunch|theverge|wired,0,2,0
663edd96d0f1,2026-09-08,2026-09-08 06:00:00+00:00,Unicorn down-round,Unicorn down-round: companies outline plans and timelines while observers wait for more detail.,Startups,0.0,12,down-round|valuation|unicorn|funding,4,arstechnica|techcrunch|theverge|wired,0,3,0
2ebd8bbfbdce,2026-09-08,2026-09-08 06:00:00+00:00,Ransomware hits hospital chain,Ransomware hits hospital chain moves forward as vendors publish updated documentation and roadmaps.,Cybersecurity,0.0,12,ransomware|hospital|breach|extortion|healthcare,3,reuters_tech|techcrunch|theverge,0,4,0
f1c935748650,2026-09-08,2026-09-08 06:00:00+00:00,Sovereign cloud regions,Sovereign cloud regions: analysts praise strong momentum as adoption accelerates across the industry.,Cloud,0.784,11,sovereign|region|data-residency|compliance,3,techcrunch|theverge|wired,0,5,0
30057ad0f482,2026-09-08,2026-09-08 06:00:00+00:00,Passkey adoption surge,Passkey adoption surge moves forward as vendors publish updated documentation and roadmaps.,Cybersecurity,0.0,7,passkeys|fido|passwordless,3,arstechnica|hackernews|techcrunch,0,6,0
3ccc85e78e4e,2026-09-08,2026-09-08 06:00:00+00:00,Right-to-repair legislation,Right-to-repair legislation wins broad support after a successful rollout and encouraging benchmarks.,Policy,0.927,7,right-to-repair|legislation|parts|consumers,3,arstechnica|hackernews|reuters_tech,0,7,0
373f610155d8,2026-09-08,2026-09-08 06:00:00+00:00,Data-centre energy caps,"Data-centre energy caps sparks concern after critics warn of serious risks, delays and mounting costs.",Policy,-0.44,7,data-centre|energy|grid|regulation,2,arstechnica|theverge,0,8,0
7c03d23cb83a,2026-09-08,2026-09-08 06:00:00+00:00,Cloud egress fee cuts,Cloud egress fee cuts wins broad support after a successful rollout and encouraging benchmarks.,Cloud,0.908,5,egress|fees|cloud|pricing,2,reuters_tech|techcrunch,0,9,0
68ce15846aa8,2026-09-08,2026-09-08 06:00:00+00:00,Multi-cloud outage postmortem,Multi-cloud outage postmortem wins broad support after a successful rollout and encouraging benchmarks.,Cloud,0.927,4,outage|postmortem|availability|region|sla,2,hackernews|techcrunch,0,10,0
7697df113aa4,2026-09-09,2026-09-09 11:25:24.626613+00:00,Muse – Meta’s personal AI agent,"Article URL:  https://ai.meta.com/muse/  
 Comments URL:  https://news.ycombinator.com/item?id=49615537  
 Points: 533 
 # Comments: 579",AI,0.0,43,ai|meta|agent|muse|catch,5,arstechnica|hackernews|techcrunch|theverge|wired,533,1,
ca3a54db0c8d,2026-09-09,2026-09-09 11:25:24.626613+00:00,How to Watch the Apple September Event (2026),Apple’s annual hardware launch event may feel different as the company welcomes a new CEO alongside a folding iPhone.,Gadgets,0.402,19,apple|iphone|watch|foldable|folding,3,techcrunch|theverge|wired,0,2,
f949b87d8da6,2026-09-09,2026-09-09 11:25:24.626613+00:00,Anthropic researcher believes more than 10% chance AI…,"Article URL:  https://www.bbc.co.uk/news/articles/ckgwy1k42w4o  
 Comments URL:  https://news.ycombinator.com/item?id=49624255  
 Points: 5 
 # Comments: 2",AI,0.31,30,kill|human|ai|researcher|anthropic,2,hackernews|theverge,5,3,
9fdec5b8c792,2026-09-09,2026-09-09 11:25:24.626613+00:00,Inside Meta’s push to put robots to work in data centers,The company is testing robots on tasks that can performed by technicians.,Cloud,0.0,15,data|center|robot|meta|china,2,arstechnica|wired,0,4,
d29cd3103ab6,2026-09-09,2026-09-09 11:25:24.626613+00:00,Alo Discount Code: 20% Off September 2026,"Refresh your workout wardrobe. Save on buttery-soft leggings, chic streetwear, and activewear essentials with verified Alo Yoga discount codes, free shipping, and loyalty program perks.",Gadgets,0.902,35,september|code|promo|coupon|discount,1,wired,0,5,
80642cdcf8f5,2026-09-09,2026-09-09 11:25:24.626613+00:00,The 57 Best Deals From the REI Labor Day Sale,"Labor Day already? Say it ain’t so. Today is the last day to shop the best deals on WIRED-tested outdoor gear from REI, Nemo, MSR, Coleman, and more during REI’s Labor Day sale.",Other,0.856,15,labor|sale|home|deal|depot,1,wired,0,6,
b906e1ddcd88,2026-09-09,2026-09-09 11:25:24.626613+00:00,4 Best Alexa Speakers I’ve Tested (2026),"I’ve rounded up the best smart speakers that let you talk to Alexa, from the popular Echo Dot to the newest Echo Studio.",Gadgets,0.931,18,alexa|speaker|smart|google|apple,1,wired,0,7,
7efdd4465588,2026-09-09,2026-09-09 11:25:24.626613+00:00,Tao: Open math problems being non-renewably mined by AI,"Article URL:  https://mathstodon.xyz/@tao/117237320796901560  
 Comments URL:  https://news.ycombinator.com/item?id=49616968  
 Points: 378 
 # Comments: 337",AI,-0.402,29,open|tao|problem|math|ai,1,hackernews,378,8,
539d76cf7fa4,2026-09-09,2026-09-09 11:25:24.626613+00:00,How An AI math breakthrough ignited a controversy,"Article URL:  https://www.science.org/content/article/how-ai-math-breakthrough-ignited-controversy  
 Comments URL:  https://news.ycombinator.com/item?id=49624163  
 Points: 37 
 # Comments: 5",AI,0.0,27,ignited|math|controversy|ai|breakthrough,1,hackernews,37,9,
52f25dcfd707,2026-09-09,2026-09-09 11:25:24.626613+00:00,Mistral raises €3B as sovereign AI becomes big business,"The French AI lab has raised €3 billion at a €21 billion valuation in a Series D round led by Samsung, Scaleup Europe, and PSG Equity.",Startups,0.0,27,mistral|sovereign|3b|ai|raise,1,techcrunch,0,10,
